Fecha;Ciclo;Operador_Red;Comercializador;Nivel_Tension;Tipo_Red;Comb_NT;Dueno_Red;G;T;D;Cv;PR;R;CU
2011-12-01;201112;EPM;EPM;1;Monomia;Propiedad OR;100% OPERADOR;130,3;21,38;131,2;31,82;25,8;19,75;360,25
2011-12-01;201112;EPM;EPM;2;Fuera de Punta;Nivel 2;100% OPERADOR;128,82;20,37;85,12;31,82;11,04;21,21;298,38
2011-12-01;201112;EPM;EPM;3;Fuera de Punta;Nivel 3;100% OPERADOR;128,82;20,37;41,68;31,82;7,61;21,21;251,51
2011-12-01;201112;EPM;EPM;4;Fuera de Punta;Nivel 4;100% OPERADOR;128,82;20,37;17,33;31,82;5,13;21,21;224,68
2012-01-01;201201;EPM;EPM;1;Monomia;Propiedad OR;100% OPERADOR;126,12;21,31;133,12;33,06;24,28;22,36;360,25
2012-01-01;201201;EPM;EPM;2;Fuera de Punta;Nivel 2;100% OPERADOR;124,59;20,14;85,61;33,06;5,86;23,12;292,38
2012-01-01;201201;EPM;EPM;3;Fuera de Punta;Nivel 3;100% OPERADOR;124,59;20,14;42,02;33,06;5,05;23,12;247,99
2012-01-01;201201;EPM;EPM;4;Fuera de Punta;Nivel 4;100% OPERADOR;124,59;20,14;17,75;33,06;3,42;23,12;222,08
2012-02-01;201202;EPM;EPM;1;Monomia;Propiedad OR;100% OPERADOR;127,18;21,91;133,01;33,3;24,53;30,25;370,17
2012-02-01;201202;EPM;EPM;2;Fuera de Punta;Nivel 2;100% OPERADOR;125,03;20,74;84,79;33,3;5,88;31,33;301,07
2012-02-01;201202;EPM;EPM;3;Fuera de Punta;Nivel 3;100% OPERADOR;125,03;20,74;41,43;33,3;5,06;31,33;256,89
2012-02-01;201202;EPM;EPM;4;Fuera de Punta;Nivel 4;100% OPERADOR;125,03;20,74;17,28;33,3;3,42;31,33;231,11
2012-03-01;201203;EPM;EPM;1;Monomia;Propiedad OR;100% OPERADOR;127,1;22,58;133,61;43,05;24,78;6,53;357,65
2012-03-01;201203;EPM;EPM;2;Fuera de Punta;Nivel 2;100% OPERADOR;125,56;21,5;85,28;43,05;6,05;6,97;288,4
2012-03-01;201203;EPM;EPM;3;Fuera de Punta;Nivel 3;100% OPERADOR;125,56;21,5;41,96;43,05;5,22;6,97;244,25
2012-03-01;201203;EPM;EPM;4;Fuera de Punta;Nivel 4;100% OPERADOR;125,56;21,5;17,67;43,05;3,57;6,97;218,31
2012-04-01;201204;EPM;EPM;1;Monomia;Propiedad OR;100% OPERADOR;133,29;20,94;133,7;37,8;25,46;7,46;358,65
2012-04-01;201204;EPM;EPM;2;Fuera de Punta;Nivel 2;100% OPERADOR;132,67;19,96;85,43;37,8;6,22;7,78;289,86
2012-04-01;201204;EPM;EPM;3;Fuera de Punta;Nivel 3;100% OPERADOR;132,67;19,96;42,2;37,8;5,37;7,78;245,77
2012-04-01;201204;EPM;EPM;4;Fuera de Punta;Nivel 4;100% OPERADOR;132,67;19,96;17,96;37,8;3,65;7,78;219,82
2012-05-01;201205;EPM;EPM;1;Monomia;Propiedad OR;100% OPERADOR;126,09;22,02;136,49;37,83;24,69;16,4;363,52
2012-05-01;201205;EPM;EPM;2;Fuera de Punta;Nivel 2;100% OPERADOR;124,52;20,92;88,18;37,83;6,12;16,88;294,46
2012-05-01;201205;EPM;EPM;3;Fuera de Punta;Nivel 3;100% OPERADOR;124,52;20,92;42,35;37,83;5,3;16,88;247,81
2012-05-01;201205;EPM;EPM;4;Fuera de Punta;Nivel 4;100% OPERADOR;124,52;20,92;16,83;37,83;3,66;16,88;220,65
2012-06-01;201206;EPM;EPM;1;Monomia;Propiedad OR;100% OPERADOR;128,07;21,16;139,69;37,95;24,84;14,53;366,24
2012-06-01;201206;EPM;EPM;2;Fuera de Punta;Nivel 2;100% OPERADOR;126,35;20,12;91,25;37,95;6,13;14,84;296,64
2012-06-01;201206;EPM;EPM;3;Fuera de Punta;Nivel 3;100% OPERADOR;126,35;20,12;42,35;37,95;5,31;14,84;246,92
2012-06-01;201206;EPM;EPM;4;Fuera de Punta;Nivel 4;100% OPERADOR;126,35;20,12;18,26;37,95;3,66;14,84;221,18
2012-07-01;201207;EPM;EPM;1;Monomia;Propiedad OR;100% OPERADOR;133,33;21,74;142,32;37,98;25,83;11,67;372,87
2012-07-01;201207;EPM;EPM;2;Fuera de Punta;Nivel 2;100% OPERADOR;131,9;20,69;93,24;37,98;6,4;12,3;302,51
2012-07-01;201207;EPM;EPM;3;Fuera de Punta;Nivel 3;100% OPERADOR;131,9;20,69;42,35;37,98;5,54;12,3;250,76
2012-07-01;201207;EPM;EPM;4;Fuera de Punta;Nivel 4;100% OPERADOR;131,9;20,69;17,12;37,98;3,83;12,3;223,82
2012-08-01;201208;EPM;EPM;1;Monomia;Propiedad OR;100% OPERADOR;128,31;20,87;140,52;37,97;24,92;17,52;370,11
2012-08-01;201208;EPM;EPM;2;Fuera de Punta;Nivel 2;100% OPERADOR;126,22;19,89;90,11;37,97;6,18;18,26;298,63
2012-08-01;201208;EPM;EPM;3;Fuera de Punta;Nivel 3;100% OPERADOR;126,22;19,89;41,14;37,97;5,36;18,26;248,84
2012-08-01;201208;EPM;EPM;4;Fuera de Punta;Nivel 4;100% OPERADOR;126,22;19,89;17,43;37,97;3,71;18,26;223,48
2012-09-01;201209;EPM;EPM;1;Monomia;Propiedad OR;100% OPERADOR;134,41;19,76;144,33;37,99;26,25;5,86;368,6
2012-09-01;201209;EPM;EPM;2;Fuera de Punta;Nivel 2;100% OPERADOR;134,37;18,87;91,01;37,99;7,02;6,3;295,56
2012-09-01;201209;EPM;EPM;3;Fuera de Punta;Nivel 3;100% OPERADOR;134,37;18,87;41,19;37,99;6,15;6,3;244,87
2012-09-01;201209;EPM;EPM;4;Fuera de Punta;Nivel 4;100% OPERADOR;134,37;18,87;16,43;37,99;4,41;6,3;218,37
2012-10-01;201210;EPM;EPM;1;Monomia;Propiedad OR;100% OPERADOR;135,58;20,62;141,76;38,09;25,63;6,95;368,62
2012-10-01;201210;EPM;EPM;2;Fuera de Punta;Nivel 2;100% OPERADOR;136,34;19,71;90,77;38,09;6,3;7,12;298,33
2012-10-01;201210;EPM;EPM;3;Fuera de Punta;Nivel 3;100% OPERADOR;136,34;19,71;40,74;38,09;5,43;7,12;247,42
2012-10-01;201210;EPM;EPM;4;Fuera de Punta;Nivel 4;100% OPERADOR;136,34;19,71;17,34;38,09;3,67;7,12;222,27
2012-11-01;201211;EPM;EPM;1;Monomia;Propiedad OR;100% OPERADOR;135,99;18,76;142,53;38,16;25,53;4,54;365,5
2012-11-01;201211;EPM;EPM;2;Fuera de Punta;Nivel 2;100% OPERADOR;136,84;17,9;91,18;38,16;6,28;4,72;295,08
2012-11-01;201211;EPM;EPM;3;Fuera de Punta;Nivel 3;100% OPERADOR;136,84;17,9;40,87;38,16;5,42;4,72;243,9
2012-11-01;201211;EPM;EPM;4;Fuera de Punta;Nivel 4;100% OPERADOR;136,84;17,9;17,89;38,16;3,68;4,72;219,18
2012-12-01;201212;EPM;EPM;1;Monomia;Propiedad OR;100% OPERADOR;134,28;21,17;143,12;38,11;25,26;5,07;367,0
2012-12-01;201212;EPM;EPM;2;Fuera de Punta;Nivel 2;100% OPERADOR;134,61;20,06;91,64;38,11;6,0;5,37;295,78
2012-12-01;201212;EPM;EPM;3;Fuera de Punta;Nivel 3;100% OPERADOR;134,61;20,06;41,5;38,11;5,14;5,37;244,78
2012-12-01;201212;EPM;EPM;4;Fuera de Punta;Nivel 4;100% OPERADOR;134,61;20,06;17,33;38,11;3,41;5,37;218,88
2013-01-01;201301;EPM;EPM;1;Monomia;Propiedad OR;100% OPERADOR;135,56;23,12;141,41;38,14;25,97;3,21;367,41
2013-01-01;201301;EPM;EPM;2;Fuera de Punta;Nivel 2;100% OPERADOR;136,28;21,93;90,74;38,14;6,26;3,41;296,76
2013-01-01;201301;EPM;EPM;3;Fuera de Punta;Nivel 3;100% OPERADOR;136,28;21,93;41,0;38,14;5,37;3,41;246,14
2013-01-01;201301;EPM;EPM;4;Fuera de Punta;Nivel 4;100% OPERADOR;136,28;21,93;15,93;38,14;3,6;3,41;219,29
2013-02-01;201302;EPM;EPM;1;Monomia;Propiedad OR;100% OPERADOR;140,71;20,39;139,89;38,25;26,77;1,98;367,99
2013-02-01;201302;EPM;EPM;2;Fuera de Punta;Nivel 2;100% OPERADOR;141,37;19,4;89,83;38,25;6,69;2,14;297,67
2013-02-01;201302;EPM;EPM;3;Fuera de Punta;Nivel 3;100% OPERADOR;141,37;19,4;40,32;38,25;5,78;2,14;247,26
2013-02-01;201302;EPM;EPM;4;Fuera de Punta;Nivel 4;100% OPERADOR;141,37;19,4;16,59;38,25;3,98;2,14;221,72
2013-03-01;201303;EPM;EPM;1;Monomia;Propiedad OR;100% OPERADOR;141,42;21,7;135,85;38,42;26,67;3,23;367,29
2013-03-01;201303;EPM;EPM;2;Fuera de Punta;Nivel 2;100% OPERADOR;141,78;20,8;87,33;38,42;6,45;3,52;298,31
2013-03-01;201303;EPM;EPM;3;Fuera de Punta;Nivel 3;100% OPERADOR;141,78;20,8;40,55;38,42;5,54;3,52;250,62
2013-03-01;201303;EPM;EPM;4;Fuera de Punta;Nivel 4;100% OPERADOR;141,78;20,8;17,71;38,42;3,72;3,52;225,96
2013-04-01;201304;EPM;EPM;1;Monomia;Propiedad OR;100% OPERADOR;138,97;21,7;140,99;38,5;26,35;8,94;375,45
2013-04-01;201304;EPM;EPM;2;Fuera de Punta;Nivel 2;100% OPERADOR;138,28;20,77;90,47;38,5;6,37;9,13;303,53
2013-04-01;201304;EPM;EPM;3;Fuera de Punta;Nivel 3;100% OPERADOR;138,28;20,77;41,02;38,5;5,48;9,13;253,19
2013-04-01;201304;EPM;EPM;4;Fuera de Punta;Nivel 4;100% OPERADOR;138,28;20,77;16,93;38,5;3,69;9,13;227,31
2013-05-01;201305;EPM;EPM;1;Monomia;Propiedad OR;100% OPERADOR;144,78;18,92;145,84;38,59;26,69;4,72;379,54
2013-05-01;201305;EPM;EPM;2;Fuera de Punta;Nivel 2;100% OPERADOR;145,61;18,1;93,92;38,59;6,37;4,88;307,48
2013-05-01;201305;EPM;EPM;3;Fuera de Punta;Nivel 3;100% OPERADOR;145,61;18,1;41,55;38,59;5,46;4,88;254,2
2013-05-01;201305;EPM;EPM;4;Fuera de Punta;Nivel 4;100% OPERADOR;145,61;18,1;17,07;38,59;3,62;4,88;227,88
2013-06-01;201306;EPM;EPM;1;Monomia;Propiedad OR;100% OPERADOR;138,07;19,95;142,27;38,7;25,8;6,01;370,81
2013-06-01;201306;EPM;EPM;2;Fuera de Punta;Nivel 2;100% OPERADOR;137,88;19,02;91,21;38,7;6,16;6,6;299,58
2013-06-01;201306;EPM;EPM;3;Fuera de Punta;Nivel 3;100% OPERADOR;137,88;19,02;41,7;38,7;5,28;6,6;249,19
2013-06-01;201306;EPM;EPM;4;Fuera de Punta;Nivel 4;100% OPERADOR;137,88;19,02;16,73;38,7;3,52;6,6;222,46
2013-07-01;201307;EPM;EPM;1;Monomia;Propiedad OR;100% OPERADOR;138,36;21,06;135,03;44,2;26,03;6,43;371,11
2013-07-01;201307;EPM;EPM;2;Fuera de Punta;Nivel 2;100% OPERADOR;138,27;20,11;86,15;44,2;6,23;6,61;301,58
2013-07-01;201307;EPM;EPM;3;Fuera de Punta;Nivel 3;100% OPERADOR;138,27;20,11;40,61;44,2;5,35;6,61;255,15
2013-07-01;201307;EPM;EPM;4;Fuera de Punta;Nivel 4;100% OPERADOR;138,27;20,11;17,44;44,2;3,57;6,61;230,21
2013-08-01;201308;EPM;EPM;1;Monomia;Propiedad OR;100% OPERADOR;144,02;21,68;141,32;44,22;26,64;3,63;381,52
2013-08-01;201308;EPM;EPM;2;Fuera de Punta;Nivel 2;100% OPERADOR;144,53;20,71;90,44;44,22;6,18;3,81;309,89
2013-08-01;201308;EPM;EPM;3;Fuera de Punta;Nivel 3;100% OPERADOR;144,53;20,71;39,15;44,22;5,26;3,81;257,67
2013-08-01;201308;EPM;EPM;4;Fuera de Punta;Nivel 4;100% OPERADOR;144,53;20,71;16,51;44,22;3,41;3,81;233,19
2013-09-01;201309;EPM;EPM;1;Monomia;Propiedad OR;100% OPERADOR;139,06;20,11;148,01;44,23;25,83;6,2;383,44
2013-09-01;201309;EPM;EPM;2;Fuera de Punta;Nivel 2;100% OPERADOR;138,89;19,26;94,97;44,23;6,1;5,7;309,15
2013-09-01;201309;EPM;EPM;3;Fuera de Punta;Nivel 3;100% OPERADOR;138,89;19,26;40,78;44,23;5,22;5,7;254,09
2013-09-01;201309;EPM;EPM;4;Fuera de Punta;Nivel 4;100% OPERADOR;138,89;19,26;16,86;44,23;3,45;5,7;228,4
2013-10-01;201310;EPM;EPM;1;Monomia;Propiedad OR;100% OPERADOR;139,61;21,62;140,95;44,36;26,17;5,55;378,26
2013-10-01;201310;EPM;EPM;2;Fuera de Punta;Nivel 2;100% OPERADOR;139,13;20,71;90,06;44,36;6,17;5,36;305,8
2013-10-01;201310;EPM;EPM;3;Fuera de Punta;Nivel 3;100% OPERADOR;139,13;20,71;42,35;44,36;5,28;5,36;257,2
2013-10-01;201310;EPM;EPM;4;Fuera de Punta;Nivel 4;100% OPERADOR;139,13;20,71;17,06;44,36;3,49;5,36;230,12
2013-11-01;201311;EPM;EPM;1;Monomia;Propiedad OR;100% OPERADOR;145,82;20,89;137,41;44,25;26,87;1,56;376,81
2013-11-01;201311;EPM;EPM;2;Fuera de Punta;Nivel 2;100% OPERADOR;146,2;19,92;87,96;44,25;6,21;1,02;305,56
2013-11-01;201311;EPM;EPM;3;Fuera de Punta;Nivel 3;100% OPERADOR;146,2;19,92;40,09;44,25;5,29;1,02;256,76
2013-11-01;201311;EPM;EPM;4;Fuera de Punta;Nivel 4;100% OPERADOR;146,2;19,92;16,11;44,25;3,43;1,02;230,92
2014-01-01;201401;EPM;EPM;1;Monomia;Propiedad OR;100% OPERADOR;141,39;21,12;141,15;45,5;26,26;3,64;379,07
2014-01-01;201401;EPM;EPM;2;Fuera de Punta;Nivel 2;100% OPERADOR;141,51;20,25;90,72;45,5;6,19;3,58;307,74
2014-01-01;201401;EPM;EPM;3;Fuera de Punta;Nivel 3;100% OPERADOR;141,51;20,25;39,46;45,5;5,29;3,58;255,58
2014-01-01;201401;EPM;EPM;4;Fuera de Punta;Nivel 4;100% OPERADOR;141,51;20,25;16,63;45,5;3,48;3,58;230,94
2014-02-01;201402;EPM;EPM;1;Monomia;Propiedad OR;100% OPERADOR;139,99;19,14;142,68;45,28;26,05;2,43;375,57
2014-02-01;201402;EPM;EPM;2;Fuera de Punta;Nivel 2;100% OPERADOR;140,09;18,34;92,04;45,28;6,38;2,47;304,61
2014-02-01;201402;EPM;EPM;3;Fuera de Punta;Nivel 3;100% OPERADOR;140,09;18,34;40,8;45,28;5,5;2,47;252,49
2014-02-01;201402;EPM;EPM;4;Fuera de Punta;Nivel 4;100% OPERADOR;140,09;18,34;16,82;45,28;3,72;2,47;226,72
2014-03-01;201403;EPM;EPM;1;Monomia;Propiedad OR;100% OPERADOR;148,08;22,25;139,35;45,55;27,87;4,28;387,38
2014-03-01;201403;EPM;EPM;2;Fuera de Punta;Nivel 2;100% OPERADOR;148,09;21,37;88,98;45,55;6,8;4,24;315,04
2014-03-01;201403;EPM;EPM;3;Fuera de Punta;Nivel 3;100% OPERADOR;148,09;21,37;41,13;45,55;5,85;4,24;266,24
2014-03-01;201403;EPM;EPM;4;Fuera de Punta;Nivel 4;100% OPERADOR;148,09;21,37;18,1;45,55;3,95;4,24;241,31
2014-04-01;201404;EPM;EPM;1;Monomia;Propiedad OR;100% OPERADOR;143,58;22,28;140,3;45,74;26,75;4,3;382,95
2014-04-01;201404;EPM;EPM;2;Fuera de Punta;Nivel 2;100% OPERADOR;141,9;21,32;89,17;45,74;6,23;4,32;308,68
2014-04-01;201404;EPM;EPM;3;Fuera de Punta;Nivel 3;100% OPERADOR;141,9;21,32;41,38;45,74;5,32;4,32;259,99
2014-04-01;201404;EPM;EPM;4;Fuera de Punta;Nivel 4;100% OPERADOR;141,9;21,32;16,96;45,74;3,5;4,32;233,73
2014-05-01;201405;EPM;EPM;1;Monomia;Propiedad OR;100% OPERADOR;177,1;20,18;148,62;45,92;31,66;5,71;429,2
2014-05-01;201405;EPM;EPM;2;Fuera de Punta;Nivel 2;100% OPERADOR;179,32;19,31;95,24;45,92;7,46;5,7;352,95
2014-05-01;201405;EPM;EPM;3;Fuera de Punta;Nivel 3;100% OPERADOR;179,32;19,31;42,15;45,92;6,35;5,7;298,76
