Fecha;Ciclo;Operador_Red;Comercializador;Nivel_Tension;Tipo_Red;Comb_NT;Dueno_Red;G;T;D;Cv;PR;R;CU
2026-01-01;202601;ESSA;ESSA;2;SDL;NT2;100% OPERADOR;299,24;52,97;198,48;88,68;26,19;20,09;685,65
2026-01-01;202601;ESSA;ESSA;3;SDL;NT3;100% OPERADOR;299,24;52,97;88,98;88,68;20,34;20,09;570,3
2026-01-01;202601;ESSA;ESSA;4;SDL;NT4;100% OPERADOR;299,24;52,97;35,25;88,68;13,41;20,09;509,65
2026-02-01;202602;ESSA;ESSA;1;SDL;NT1;100% OPERADOR;282,51;50,62;307,03;89,91;64,93;20,79;815,79
2026-02-01;202602;ESSA;ESSA;2;SDL;NT2;100% OPERADOR;282,51;50,62;196,97;89,91;24,99;20,79;665,79
2026-02-01;202602;ESSA;ESSA;3;SDL;NT3;100% OPERADOR;282,51;50,62;88,95;89,91;19,45;20,79;552,24
2026-02-01;202602;ESSA;ESSA;4;SDL;NT4;100% OPERADOR;282,51;50,62;35,5;89,91;12,89;20,79;492,22
2026-03-01;202603;ESSA;ESSA;1;SDL;NT1;100% OPERADOR;277,78;57,63;300,5;90,12;66,6;31,4;824,04
2026-03-01;202603;ESSA;ESSA;2;SDL;NT2;100% OPERADOR;277,78;57,63;200,57;90,12;26,28;31,4;683,78
2026-03-01;202603;ESSA;ESSA;3;SDL;NT3;100% OPERADOR;277,78;57,63;92,2;90,12;20,69;31,4;569,82
2026-03-01;202603;ESSA;ESSA;4;SDL;NT4;100% OPERADOR;277,78;57,63;38,1;90,12;14,07;31,4;509,09
2026-04-01;202604;ESSA;ESSA;1;SDL;NT1;100% OPERADOR;290,3;55,95;315,7;93,95;65,53;29,18;850,61
2026-04-01;202604;ESSA;ESSA;2;SDL;NT2;100% OPERADOR;290,3;55,95;206,07;93,95;24,39;29,18;699,84
2026-04-01;202604;ESSA;ESSA;3;SDL;NT3;100% OPERADOR;290,3;55,95;90,67;93,95;18,67;29,18;578,72
2026-04-01;202604;ESSA;ESSA;4;SDL;NT4;100% OPERADOR;290,3;55,95;34,06;93,95;11,91;29,18;515,35
2026-05-01;202605;ESSA;ESSA;1;SDL;NT1;100% OPERADOR;305,54;38,46;321,26;95,55;65,66;35,02;861,5
2026-05-01;202605;ESSA;ESSA;2;SDL;NT2;100% OPERADOR;305,54;38,46;204,75;95,55;24,7;35,02;704,02
2026-05-01;202605;ESSA;ESSA;3;SDL;NT3;100% OPERADOR;305,54;38,46;90,42;95,55;19,0;35,02;584,0
2026-05-01;202605;ESSA;ESSA;4;SDL;NT4;100% OPERADOR;305,54;38,46;35,73;95,55;12,27;35,02;522,58
