Fecha;Ciclo;Operador_Red;Comercializador;Nivel_Tension;Tipo_Red;Comb_NT;Dueno_Red;G;T;D;Cv;PR;R;CU
2026-01-01;202601;AFINIA;AFINIA;4;;;100% OPERADOR;288,31;52,97;42,0;129,43;0,46;25,04;538,22
2026-02-01;202602;AFINIA;AFINIA;1;;;100% OPERADOR;314,4;50,62;197,1;210,96;116,96;27,18;917,22
2026-02-01;202602;AFINIA;AFINIA;2;;;100% OPERADOR;314,4;50,62;127,08;189,99;25,92;27,18;735,18
2026-02-01;202602;AFINIA;AFINIA;3;;;100% OPERADOR;314,4;50,62;96,32;132,65;15,25;27,18;636,41
2026-02-01;202602;AFINIA;AFINIA;4;;;100% OPERADOR;314,4;50,62;42,52;132,65;2,69;27,18;570,07
2026-03-01;202603;AFINIA;AFINIA;1;;;100% OPERADOR;334,44;57,63;204,89;212,11;126,54;38,72;974,32
2026-03-01;202603;AFINIA;AFINIA;2;;;100% OPERADOR;334,44;57,63;133,37;190,98;28,71;38,72;783,85
2026-03-01;202603;AFINIA;AFINIA;3;;;100% OPERADOR;334,44;57,63;102,41;135,27;17,24;38,72;685,72
2026-03-01;202603;AFINIA;AFINIA;4;;;100% OPERADOR;334,44;57,63;48,17;135,27;3,75;38,72;617,98
2026-04-01;202604;AFINIA;AFINIA;1;;;100% OPERADOR;335,82;55,95;191,51;229,61;111,34;35,89;960,12
2026-04-01;202604;AFINIA;AFINIA;2;;;100% OPERADOR;335,82;55,95;125,65;209,08;23,57;35,89;785,96
2026-04-01;202604;AFINIA;AFINIA;3;;;100% OPERADOR;335,82;55,95;93,21;145,05;13,56;35,89;679,49
2026-04-01;202604;AFINIA;AFINIA;4;;;100% OPERADOR;335,82;55,95;39,84;145,05;1,08;35,89;613,64
2026-05-01;202605;AFINIA;AFINIA;1;;;100% OPERADOR;338,46;38,46;194,01;211,99;107,62;43,82;934,36
2026-05-01;202605;AFINIA;AFINIA;2;;;100% OPERADOR;338,46;38,46;127,5;186,85;22,96;43,82;758,05
2026-05-01;202605;AFINIA;AFINIA;3;;;100% OPERADOR;338,46;38,46;94,81;134,24;13,31;43,82;663,1
2026-05-01;202605;AFINIA;AFINIA;4;;;100% OPERADOR;338,46;38,46;40,88;134,24;1,27;43,82;597,13
